id,name,language,description,watchers,pull_requests,commits,members,issues,bucket,include
5389187,https://api.github.com/repos/qgis/QGIS,C++,"QGIS is a free, open source, cross platform (lin/win/mac) geographical information system (GIS)",2790,9787,38949,29,10119,popular,
59074,https://api.github.com/repos/ReadyTalk/avian,C++,"Avian is a lightweight virtual machine and class library designed to provide a useful subset of Java's features, suitable for building self-contained applications.",1255,426,3758,23,573,popular,
6359,https://api.github.com/repos/scummvm/scummvm,C++,ScummVM main repository,1171,1631,78134,49,1654,popular,
813649,https://api.github.com/repos/rdiankov/openrave,C++,"Open Robotics Automation Virtual Environment: An environment for testing, developing, and deploying robotics motion planning algorithms.",325,241,3523,24,678,popular,
39075,https://api.github.com/repos/danmar/cppcheck,C++,static analysis of C/C++ code,2404,1847,15817,26,1868,popular,x
6163,https://api.github.com/repos/moai/moai-dev,C++,"This is the development repo of Moai SDK. Current, but not necessarily tested or stable.",899,514,4283,43,1225,popular,
13159881,https://api.github.com/repos/facebook/proxygen,C++,A collection of C++ HTTP libraries including an easy to use HTTP server.,6109,89,3957,21,257,popular,x
11005911,https://api.github.com/repos/leapmotion/autowiring,C++,A C++ Inversion of Control Framework,137,986,7243,31,1043,popular,x
3132805,https://api.github.com/repos/cocos2d/cocos2d-js,C++,cocos2d-x for JS,1779,1207,1884,13,1879,medium,
5545020,https://api.github.com/repos/adrien-matta/nptool,C++,"NPTool, a ROOT/Geant4 based framework for Nuclear Physics",25,2,2262,23,56,medium,
813649,https://api.github.com/repos/rdiankov/openrave,C++,"Open Robotics Automation Virtual Environment: An environment for testing, developing, and deploying robotics motion planning algorithms.",325,241,3523,24,678,medium,
89205,https://api.github.com/repos/losalamos/CLAMR,C++,Cell-Based Adaptive Mesh Refinement,32,25,1087,16,28,medium,
57440,https://api.github.com/repos/mroonga/mroonga,C++,A MySQL pluggable storage engine based on Groonga,140,86,4614,13,242,medium,
19742095,https://api.github.com/repos/I2PC/scipion,C++,Scipion is an image processing framework to obtain 3D models of macromolecular complexes using Electron Microscopy (3DEM),7,16,2615,18,193,medium,
4757845,https://api.github.com/repos/ComputationalRadiationPhysics/picongpu,C++,PIConGPU - A particle-in-cell code for GPGPUs,556,2094,4364,14,2971,medium,x
17904032,https://api.github.com/repos/jredmondson/gams,C++,"Home of the Group Autonomy for Mobile Systems project, based at CMU",15,82,1395,16,83,medium,x
804235,https://api.github.com/repos/stnava/ANTs,C++,Advanced Normalization Tools (ANTs),175,140,2153,11,491,medium,x
50619,https://api.github.com/repos/stepcode/stepcode,C++,"STEPcode (formerly NIST's STEP Class Library) is used with IFC, STEP, and other standards that utilize the technologies of ISO10303 (STEP). It generates C++ and Python from EXPRESS (10303-11) schemas. The code is capable of reading and writing STEP Part",195,245,2390,16,393,medium,
79902434,https://api.github.com/repos/netromdk/dispar,C++,Dispar - Disassemling binary parser,13,1,235,0,28,small,
11646472,https://api.github.com/repos/bgrimstad/splinter,C++,"Library of multivariate splines (B-spline, P-spline, Thin-plate spline, and more) implemented in C++.",41,7,237,2,9,small,
31995086,https://api.github.com/repos/electronicarts/EASTL,C++,EASTL stands for Electronic Arts Standard Template Library.  It is an extensive and robust implementation that has an emphasis on high performance.,4172,146,540,0,280,small,x
129161254,https://api.github.com/repos/lukh/microparcel,C++,Microparcel is a serialization/deserialization class implemented in c++,0,0,21,0,0,small,
135392218,https://api.github.com/repos/robertcampion/observation-scheduling-tool,C++,Helps telescopes schedule astronomical observations,1,4,160,0,4,small,
128400423,https://api.github.com/repos/frankkopp/FrankyCPP,C++,Re-Learning C++ by migrating Franky Chess Engine to C++,0,0,52,0,0,small,x
127955029,https://api.github.com/repos/WelderFoundation/WelderEngineRevamp,C++,Major overhaul of the Zero Engine and renaming to Welder.,1,1,916,0,1,small,
90620901,https://api.github.com/repos/waterloop/wlib,C++,Embedded STL Library in C++,1,14,55,0,23,small,
32769007,https://api.github.com/repos/mraggi/discreture,C++,"A modern C++ library for efficiently and easily iterating through common combinatorial objects, such as combinations, subsets, partitions and more.",17,3,269,1,5,small,x
32299093,https://api.github.com/repos/GT-RAIL/rail_segmentation,C++,Segmentation Functionality from the RAIL Lab,2,6,34,0,7,small,
